"Phys. Inventory Doc.","Material","Description","Plant","Storage Location","Book quantity (MB52)","Qty Counted","Difference Quantity","Base Unit of Measure","Net Cost Difference"
"100329057","270A7059P2","TRIGGER","","FLOR","29","0","0","H87","0"
"100329058","270A7062P12","SM CT MTG BRKT","","FLOR","2","0","0","H87","0"
"100329059","270A7064P14","MTG BRKT","","FLOR","2","0","0","H87","0"
"100329060","270A7077P14KT","SC 40A CU BCPS LUGSTRAPS","","FLOR","8","0","0","H87","0"
"100329061","270A7079P14KT","SC 40A CU BCPS LUGSTRAPS","","FLOR","14","0","0","H87","0"
"100329062","270A7081P14KT","SC 4P Rear Neutral 40A 40W","","FLOR","1","0","0","H87","0"
"100329063","270A7092P14KT","SC LUGSTRAP 40A BCPS 65K 24","","FLOR","12","0","0","H87","0"
"100329064","270A7108P12KT","SPLIT NEUTRAL BUS","","FLOR","3","0","0","H87","0"
"100329065","270A7118P14KT","SC CT MOUNTING BRACKET","","FLOR","3","0","0","H87","0"
"100329066","270A7121P14KT","SC TIER BUS EXTEND XT7 TO MAIN 08A 6","","FLOR","2","0","0","H87","0"
"100329067","270A7124P14SM","SA NEUT VERT ADAPTER 12/25A","","FLOR","2","0","0","H87","0"
"100329068","270A7125P14SM","SA NEUTRAL AUX 12A/25A 50D","","FLOR","1","0","0","H87","0"
"100329069","270A7134P14KT","SC 800MCM LUG LANDING ON AUX","","FLOR","19","0","0","H87","0"
"100329070","270A7146P14","SM WIDTH POST 40W AMZN BTM","","FLOR","1","0","0","H87","0"
"100329071","270A7163P14","SM MTG BRKT","","FLOR","1","0","0","H87","0"
"100329072","270A7179P12","SM HORZ BARRIER SUPPORT STR 3","","FLOR","2","0","0","H87","0"
"100329073","270A7185P14","SM POST FRT 11 EXT 90H L","","FLOR","1","0","0","H87","0"
"100329074","270A7189P14","SM WIDTH POST 40W AMZN TOP","","FLOR","1","0","0","H87","0"
"100329075","270A7190P14","SM WIDTH POST 40W AMZN BTM","","FLOR","1","0","0","H87","0"
"100329076","270A7212P14SM","SA SPLIT NEUT 08A 40W LN","","FLOR","1","0","0","H87","0"
"100329077","270A7213P14SM","SA SPLIT NEUT 08A 40W LD","","FLOR","1","0","0","H87","0"
"100329078","270A7214P14SM","SA SPLIT NEUT 08A DISC","","FLOR","1","0","0","H87","0"
"100329079","270A7228P12","SA SPLICE EVO-SPC 08A 8&apos;","","FLOR","8","0","0","H87","0"
"100329080","270A7233P14KT","SC E6.2F TS TIER 50A P2 55D","","FLOR","4","0","0","H87","0"
"100329081","270A7235P14KT","SC E6.2F TS TIER 50A P3 55D","","FLOR","2","0","0","H87","0"
"100329082","270A7307P14KT","SC E6.2F TS TIER 40A P3 50D","","FLOR","2","0","0","H87","0"
"100329083","270A7348P14","SM FHB 40D TM20&30 N34 N69 G79","","FLOR","1","0","0","H87","0"
"100329084","270A7352P12","SM BASEPLATE FOR 50W 14H","","FLOR","11","0","0","H87","0"
"100329085","270A7357P14KT","SC AUXILIARY NEUT 40A TL/BR 30D","","FLOR","1","0","0","H87","0"
"100329086","270A7370P12","SM FHB 40D TMB15 N34 G67 EVO-SP","","FLOR","1","0","0","H87","0"
"100329087","270A7392P14SM","SC VERT NEUT CT COMP WEPCO PSE&amp;G","","FLOR","1","0","0","H87","0"
"100329088","270A7406P12","SA SPLICE EVO-SPC 40A BACK SS","","FLOR","12","0","0","H87","0"
"100329089","270A7407P12","SA SPLICE EVO-SPC 40A BACK SS","","FLOR","12","0","0","H87","0"
"100329090","270A7438P12","SM rear BARR SUPT UT 40W","","FLOR","8","0","0","H87","0"
"100329091","270A7467P12","SM ENTELLEON 1X BLANK","","FLOR","5","0","0","H87","0"
"100329092","270A7473P14SM","SA BUSWAY SPACER FP&L 30A","","FLOR","12","0","0","H87","0"
"100329093","270A7479P14SM","SA BUSWAY CONNECTOR FP&L 30A","","FLOR","2","0","0","H87","0"
"100329094","270A7487P12","SC AUX NEUT","","FLOR","1","0","0","H87","0"
"100329095","270A7489P12","SA Tier PB2 ALN/CLD 40A OUT 9&apos;","","FLOR","1","0","0","H87","0"
"100329096","270A7490P12","SA Tier PB2 ALN/CLD 40A INN 9&apos;","","FLOR","1","0","0","H87","0"
"100329097","270A7491P12","SA Tier PB2 BLNLH/BLDRH 40A 9&apos;","","FLOR","1","0","0","H87","0"
"100329098","270A7492P12","SA Tier PB2 BLNRH/BLDLH 40A 9&apos;","","FLOR","1","0","0","H87","0"
"100329099","270A7493P12","SA Tier PB2 ALD/CLN 40A OUT 9&apos;","","FLOR","1","0","0","H87","0"
"100329100","270A7494P12","SA Tier PB2 ALD/CLN 40A INN 9&apos;","","FLOR","1","0","0","H87","0"
"100329101","270A7523P12","SA CT SUPPORT 180RL","","FLOR","1","0","0","H87","0"
"100329102","270A7536P12","BASEPLATE 30W 8H","","FLOR","11","0","0","H87","0"
"100329103","270A7549P12","SM FH BARRIER 30D TMB20 34N 67G","","FLOR","1","0","0","H87","0"
"100329104","270A7556P12","SA SPLICE EVO-SPC 20A 8&apos;","","FLOR","24","0","0","H87","0"
"100329105","270A7563P12","SC LUG STRAPS 1000A","","FLOR","3","0","0","H87","0"
"100329106","270A7616P14KT","SC NEUT VERT RISER DISC 30A 60 JOGGED","","FLOR","6","0","0","H87","0"
"100329107","270A7618P14KT","SC NEUT VERT RISER 30A - DISC","","FLOR","24","0","0","H87","0"
"100329108","270A7619P14","SM NEUT RISER SUPPORT BRACKET","","FLOR","12","0","0","H87","0"
"100329109","270A7659P12B","SC SPLICE EVO-SPC 10A 6","","FLOR","2","0","0","H87","0"
"100329110","270A7670P12B","SM FHB 30D TMB15 N34 GND67 SPEC-EVO","","FLOR","2","0","0","H87","0"
"100329111","270A7672P12B","SM FH BARR 40D","","FLOR","2","0","0","H87","0"
"100329112","270A7688P14SM","SA SPLICE STRAIGHT 10A","","FLOR","6","0","0","H87","0"
"100329113","270A7698P14SM","SA 40A IN-LINE AUX NEUT CONN","","FLOR","1","0","0","H87","0"
"100329114","270A775P14SM","SA NEUT AUX SPLT DISC 10/20A","","FLOR","2","0","0","H87","0"
"100329115","270A7778P12B","SA ENT-SWB TIER 12A","","FLOR","2","0","0","H87","0"
"100329116","270A7779P12B","SA ENT-SWB TIER 12A","","FLOR","2","0","0","H87","0"
"100329117","270A7780P12B","SA ENT-SWB TIER 12A","","FLOR","2","0","0","H87","0"
"100329118","270A7781P12B","SA ENT-SWB TIER 12A","","FLOR","2","0","0","H87","0"
"100329119","270A7782P12B","SA ENT-SWB TIER 12A","","FLOR","2","0","0","H87","0"
"100329120","270A7783P12B","SA ENT-SWB TIER 12A","","FLOR","2","0","0","H87","0"
"100329121","270A7862P14KT","SC NEUTRAL DISC CU 25A","","FLOR","1","0","0","H87","0"
"100329122","270A7863P14KT","SC NEUTRAL DISC CU 25A","","FLOR","1","0","0","H87","0"
"100329123","270A7868P14KT","SC RSB LUGSTRAP E4.2 25-30A","","FLOR","8","0","0","H87","0"
"100329124","270A7869P14KT","SC RSB LUGSTRAP E4.2 25-30A","","FLOR","1","0","0","H87","0"
"100329125","270A7970P12","SA SPL EVO-SPC 40A 5 OFF","","FLOR","3","0","0","H87","0"
"100329126","270A7973P14KT","SC RSB","","FLOR","8","0","0","H87","0"
"100329127","270A7974P14KT","SC RSB","","FLOR","3","0","0","H87","0"
"100329128","270A7975P14KT","SC RSB","","FLOR","7","0","0","H87","0"
"100329129","270A7977P14KT","SC RSB","","FLOR","5","0","0","H87","0"
"100329130","270A7978P12","SM FH BARRIER 35D TMB15","","FLOR","1","0","0","H87","0"
"100329131","270A7980P14KT","SC RSB","","FLOR","3","0","0","H87","0"
"100329132","270A7981P14KT","SC RSB","","FLOR","7","0","0","H87","0"
"100329133","270A7982P14KT","SC RSB","","FLOR","3","0","0","H87","0"
"100329134","270A7983P14KT","SC RSB","","FLOR","6","0","0","H87","0"
"100329135","270A7984P14KT","SC RSB","","FLOR","5","0","0","H87","0"
"100329136","270A7988P14KT","SC RSB","","FLOR","2","0","0","H87","0"
"100329137","270A7989P14KT","SC RSB","","FLOR","3","0","0","H87","0"
"100329138","270A7990P14KT","SC RSB","","FLOR","1","0","0","H87","0"
"100329139","270A7992P14","STRINGER SUPPORT BRACKET","","FLOR","1","0","0","H87","0"
"100329140","270A8012P14KT","SC AUX NEUT 16A 30D IN RIGHT","","FLOR","1","0","0","H87","0"
"100329141","270A8107P12","SM BRCKT SINGLE DOOR 16H","","FLOR","1","0","0","H87","0"
"100329142","270A8123P14SM","SA RG 1S STRAP 40A 50D","","FLOR","2","0","0","H87","0"
"100329143","270A8124P14SM","SA RG 1S STRAP 40A 50D","","FLOR","4","0","0","H87","0"
"100329144","270A8202P12","SM PLATE COVER BLIND XT4","","FLOR","36","0","0","H87","0"
"100329145","270A8205P14","SM BRACE BRKT NEUT LUGSTRAP","","FLOR","9","0","0","H87","0"
"100329146","270A8215P12","SM PLATE COVER XT1","","FLOR","33","0","0","H87","0"
"100329147","270A8257P14","SM HOUSING ACT TVSS XT4 60W","","FLOR","1","0","0","H87","0"
"100329148","270A8360P13","TIER STP A OUTER 1 9CL 40A 40D (NYC)","","FLOR","2","0","0","H87","0"
"100329149","270A8361P13","TIER STP A OUTER 2 9CL 40A 40D (NYC)","","FLOR","2","0","0","H87","0"
"100329150","270A8362P13","TIER STP A INNER 1 9CL 40A 40D (NYC)","","FLOR","2","0","0","H87","0"
"100329151","270A8364P13","TIER STP C OUTER 1 9CL 40A 40D (NYC)","","FLOR","2","0","0","H87","0"
"100329152","270A8365P13","TIER STP C OUTER 2 9CL 40A 40D (NYC)","","FLOR","2","0","0","H87","0"
"100329153","270A8366P13","TIER STP C INNER 1 9CL 40A 40D (NYC)","","FLOR","2","0","0","H87","0"
"100329154","270A8367P13","TIER STP C INNER 2 9CL 40A 40D (NYC)","","FLOR","2","0","0","H87","0"
"100329155","270A8368P13","TIER STRAP B PH 9CL 40A 40D RT (NYC)","","FLOR","2","0","0","H87","0"
"100329156","270A8369P13","TIER STRAP B PH 9CL 40A 40D RT (NYC)","","FLOR","2","0","0","H87","0"
"100329157","270A8370P13","TIER STRAP B PH 9CL 40A 40D LF (NYC)","","FLOR","2","0","0","H87","0"
"100329158","270A8371P13","TIER STRAP B PH 9CL 40A 40D LF (NYC)","","FLOR","2","0","0","H87","0"
"100329159","270A8383P14KT","270a8383p14","","FLOR","2","0","0","H87","0"
"100329160","270A8385P13KT","SA NEUT BUS 40A BW 40W","","FLOR","4","0","0","H87","0"
"100329161","270A8386P13KT","SA RISER 20/40A EMAX SENSOR FOR STUB","","FLOR","4","0","0","H87","0"
"100329162","270A8387P13","SM BRCKT RISER NEUT 50A","","FLOR","2","0","0","H87","0"
"100329163","270A8477P13","SM BRKT (1) RECPT NEMA 3R 20A","","FLOR","22","0","0","H87","0"
"100329164","270A8478P13","SM BRKT (1) RECPT NEMA 3R 20A","","FLOR","11","0","0","H87","0"
"100329165","270A8498P13","HORIZONTAL MOUNTING PLATE 35W","","FLOR","2","0","0","H87","0"
"100329166","270A8551P13","SA MOUNTING BRACE STR TO EXERTHERM","","FLOR","9","0","0","H87","0"
"100329167","270A8573P14SM","SC GND BONDING JUMPER EVO 50/60A","","FLOR","2","0","0","H87","0"
"100329168","270A8583P13","HAT TYPE MTG BRKT FOR UPS 25W 16H","","FLOR","2","0","0","H87","0"
"100329169","270A8618P14","SM BRACKET LIGHT CUTOUT META","","FLOR","7","0","0","H87","0"
"100329170","270A8670P13","SM FHB 30D CMB20 N77 GND67","","FLOR","1","0","0","H87","0"
"100329171","270A8672P13SM","SA XT5 A PHASE AL 1.2K TIER 25D","","FLOR","1","0","0","H87","0"
"100329172","270A8673P13SM","SA XT5 A PHASE AL 1.2K TIER 25D","","FLOR","1","0","0","H87","0"
"100329173","270A8674P13SM","SA XT5 A PHASE AL 1.2K TIER 25D","","FLOR","1","0","0","H87","0"
"100329174","270A8685P14","SM FHB 35D BMB30 N7 G17 EVO-SPC","","FLOR","2","0","0","H87","0"
"100329175","270A8735P13SM","SA NEUT AUX AL 40A 50D","","FLOR","4","0","0","H87","0"
"100329176","270A8741P13","SA NEUT AUX 40A DISC","","FLOR","3","0","0","H87","0"
"100329177","270A8841P13SM","SA NEUT AUX AL 40A 40D","","FLOR","4","0","0","H87","0"
"100329178","270A8842P13KT","SC GND BONDING 4KA 12.5/2KA 25","","FLOR","5","0","0","H87","0"
"100329179","270A8884P13SM","SA SPL EVO-SPC 20A 05 OFF","","FLOR","3","0","0","H87","0"
"100329180","270A8885P13SM","SA SPL EVO-SPC 20A 05 OFF","","FLOR","3","0","0","H87","0"
"100329181","270A8932P13SM","SA NEUT DISCONN 08A RG","","FLOR","2","0","0","H87","0"
"100329182","270A8933P13SM","SA AUX NEUT 08A 25D","","FLOR","2","0","0","H87","0"
"100329183","270A9194P13","SM DEPTH POST 45D MODIF HOLES","","FLOR","2","0","0","H87","0"
"100329184","270A9224P13SM","SA NAUX DISC SENSOR 20A/40A","","FLOR","2","0","0","H87","0"
"100329185","270A9225P13SM","SA NAUX DISC SENSOR 20A/40A","","FLOR","2","0","0","H87","0"
"100329186","270A9228P13","SM MB BRKT","","FLOR","23","0","0","H87","0"
"100329187","270A9256P13SM","SA Rear Neutral split with aux 12/25A 3","","FLOR","2","0","0","H87","0"
"100329188","270A9292P13","SM AUX NEUT BRKT SPC","","FLOR","1","0","0","H87","0"
"100329189","270A9326P13KT","SC BJ EVO","","FLOR","1","0","0","H87","0"
"100329190","270A9326P13SM","SC BJ EVO","","FLOR","1","0","0","H87","0"
"100329191","270A9525P13","SM COMM/POWER RAIL","","FLOR","21","0","0","H87","0"
"100329192","270A9624P13KT","SC ESC NEUT BUS 25A EMAX 4","","FLOR","2","0","0","H87","0"
"100329193","270A9625P13KT","SC ESC NEUT BUS 25A EMAX 4","","FLOR","2","0","0","H87","0"
"100329194","270A9626P13KT","SC ESC AUX NEUT BUS 25A","","FLOR","6","0","0","H87","0"
"100329195","270A9680P13KT","SC GROUND SPLICE","","FLOR","2","0","0","H87","0"
"100329196","270A9681P13KT","SC GROUND SPLICE","","FLOR","2","0","0","H87","0"
"100329197","270A9682P13KT","SC GROUND CONNECTION","","FLOR","2","0","0","H87","0"
"100329198","270A9683P13KT","SC GROUND CONNECTION","","FLOR","2","0","0","H87","0"
"100329199","270A9684P13KT","SC GROUND TRF CONN","","FLOR","2","0","0","H87","0"
"100329200","270A9685P13KT","SC GROUND TRF CONN","","FLOR","2","0","0","H87","0"
"100329201","270A9688P13","SM BRKT GROUND TRF CONN","","FLOR","4","0","0","H87","0"
"100329202","270A9704P1","BRACKET FOR REAR BARRIER","","FLOR","12","0","0","H87","0"
"100329203","270A9707P1S","CONDUCTIVE SPACER","","FLOR","7","0","0","H87","0"
"100329204","270A9707P1T","CONDUCTIVE SPACER","","FLOR","3","0","0","H87","0"
"100329205","270A9711P1","FRONT FUSE BARRIER-13W","","FLOR","1","0","0","H87","0"
"100329206","270A9713P1","LATCH","","FLOR","40","0","0","H87","0"
"100329207","270A9714P1","LEXON WINDOW COVER","","FLOR","5","0","0","H87","0"
"100329208","270A9715P1","L-SHAPED INSULATING ANGLE,35W","","FLOR","7","0","0","H87","0"
"100329209","270A9729P13","SM BASE PLATE 50W 14H","","FLOR","2","0","0","H87","0"
"100329210","270A9731P2","BARRIER MOUNTING BRACKET","","FLOR","66","0","0","H87","0"
"100329211","270A9735P1","LATCH","","FLOR","12","0","0","H87","0"
"100329212","270A9737P1","LEXON SEE-THRU COVER","","FLOR","1","0","0","H87","0"
"100329213","270A9775AFP1","CT barrier","","FLOR","18","0","0","H87","0"
"100329214","270A9775AMP1S","C PH BUS BAR - LOAD SIDE","","FLOR","1","0","0","H87","0"
"100329215","270A9775ANP1S","B PH BUS BAR - LOAD SIDE","","FLOR","1","0","0","H87","0"
"100329216","270A9775ANP1T","B PH BUS BAR - LOAD SIDE","","FLOR","1","0","0","H87","0"
"100329217","270A9775APP1S","A PH BUS BAR - LOAD SIDE","","FLOR","1","0","0","H87","0"
"100329218","270A9775ASP1","INSULATION 2.54","","FLOR","8","0","0","H87","0"
"100329219","270A9775ASP5","INSULATION 12.25","","FLOR","4","0","0","H87","0"
"100329220","270A9775ASP9","INSULATION 11.75","","FLOR","4","0","0","H87","0"
"100329221","270A9775BFP1S","RBA 800A NOND CABLE EXIT BAR SILVER","","FLOR","6","0","0","H87","0"
"100329222","270A9775BTP1","BACK METAL SUPPORTS FOR CTS PART","","FLOR","6","0","0","H87","0"
"100329223","270A9775BWP1","INTERLOCK CLIP SUPPORT","","FLOR","139","0","0","H87","0"
"100329224","270A9775BXP1","iNTERLOCK HOUSING SUPPORT","","FLOR","275","0","0","H87","0"
"100329225","270A9775CFP1","INTERLOCK DOOR BRACKET","","FLOR","164","0","0","H87","0"
"100329226","270A9775CPP1T","FERRAZ BUS EXIT TERMINAL TIN","","FLOR","6","0","0","H87","0"
"100329227","270A9775CSP1","NUT_PLATE","","FLOR","8","0","0","H87","0"
"100329228","270A9775CUP1S","FERRAZ CABLE EXIT BAR SILVER","","FLOR","6","0","0","H87","0"
"100329229","270A9775CZP4S","DUPLEX FUSECLIP 3IN 40KA PA 15KV SIL","","FLOR","1","0","0","H87","0"
"100329230","270A9775DHP1S","FUSECLIPS EJO LINE 61KA 15KV","","FLOR","9","0","0","H87","0"
"100329231","270A9775DUP1T","UP_FUSE_CLIP_COPPER_BAR_5KV_TIN","","FLOR","6","0","0","H87","0"
"100329232","270A9775DUP2S","UP_FUSE_CLIP_COPPER_BAR_15KV_SILVER","","FLOR","9","0","0","H87","0"
"100329233","270A9775DWP1S","CONNECTOR PHASE A Ag","","FLOR","1","0","0","H87","0"
"100329234","270A9775DWP1T","CONNECTOR PHASE A Sn","","FLOR","1","0","0","H87","0"
"100329235","270A9775DWP2S","CONNECTOR PHASE B Ag","","FLOR","1","0","0","H87","0"
"100329236","270A9775DWP3S","CONNECTOR PHASE C Ag","","FLOR","25","0","0","H87","0"
"100329237","270A9775DWP3T","CONNECTOR PHASE C Sn","","FLOR","2","0","0","H87","0"
"100329238","270A9775EBP1S","UPPER FUSE BARS RBA 800ND 61 15KV","","FLOR","6","0","0","H87","0"
"100329239","270A9775ECP1S","RBA 800A NOND 61 BUS BARS HS PHAC","","FLOR","1","0","0","H87","0"
"100329240","270A9775ECP2S","RBA 800A NOND 61 BUS BARS HS PHB","","FLOR","1","0","0","H87","0"
"100329241","270A9775ECP3S","RBA 800A NOND 61 BUS BARS HS PHCA","","FLOR","1","0","0","H87","0"
"100329242","270A9775EGP1S","FERRAZ_61KA_BAR_15KV","","FLOR","3","0","0","H87","0"
"100329243","270A9775ELP1S","DUPLEX FUSECLIP EJO D 61KA 15KV","","FLOR","3","0","0","H87","0"
"100329244","270A9775EXP1T","A PHASE L-SHAPED OFFSET BUS BAR_","","FLOR","3","0","0","H87","0"
"100329245","270A9775EYP1T","C PHASE L-SHAPED OFFSET BUS BAR_","","FLOR","4","0","0","H87","0"
"100329246","270A9775FAP1T","A PH BUS BAR - LOAD SIDE_","","FLOR","3","0","0","H87","0"
"100329247","270A9775FAP2S","A PH BUS BAR - LOAD SIDE_SIL","","FLOR","1","0","0","H87","0"
"100329248","270A9775FBP1T","B PH BUS BAR - LOAD SIDE_","","FLOR","3","0","0","H87","0"
"100329249","270A9775FCP1T","C PH BUS BAR - LOAD SIDE_","","FLOR","1","0","0","H87","0"
"100329250","270A9775FCP2T","C PH BUS BAR - LOAD SIDE__TIN","","FLOR","1","0","0","H87","0"
"100329251","270A9775FDP1","270A9775FDP1","","FLOR","4","0","0","H87","0"
"100329252","270A9775FDT1","BRACKET REAR DR WIND STOP N3 97 DEG","","FLOR","266","0","0","H87","0"
"100329253","270A9775FFP1S","270A9775FFP1","","FLOR","21","0","0","H87","0"
"100329254","270A9775FFP1T","270A9775FFP1","","FLOR","19","0","0","H87","0"
"100329255","270A9775FWP1","INSULATOR PLATE","","FLOR","30","0","0","H87","0"
"100329256","270A9775FXP1","INSULATOR SUPPORT","","FLOR","4","0","0","H87","0"
"100329257","270A9775GEP1","270A9775GEP1","","FLOR","2","0","0","H87","0"
"100329258","270A9790P1","B/C PHASE TRANSITION BUS INSULATOR","","FLOR","4","0","0","H87","0"
"100329259","270A9825P1","BRACKET","","FLOR","2","0","0","H87","0"
"100329260","270A9852P13KT","SC CORNER NEUT LINK BUS","","FLOR","4","0","0","H87","0"
"100329261","270A9877P13KT","SC TIER STRAP PHB 50A T40","","FLOR","1","0","0","H87","0"
"100329262","270A9878P13KT","SC TIER STRAP PHB 50A T40","","FLOR","1","0","0","H87","0"
"100329263","270A9879P13KT","SC TIER STRAP PHA 50A T40","","FLOR","1","0","0","H87","0"
"100329264","270A9880P13KT","SC TIER STRAP PHA 50A T40","","FLOR","1","0","0","H87","0"
"100329265","270A9881P13KT","SC TIER STRAP PHC 50A T40","","FLOR","1","0","0","H87","0"
"100329266","270A9882P13KT","SC TIER STRAP PHC 50A T40","","FLOR","1","0","0","H87","0"
"100329267","270A9883P13","SM POST 3 STRGR 6H","","FLOR","4","0","0","H87","0"
"100329268","270A9884P13KT","SC TIER BUS EXTENSION 50A","","FLOR","3","0","0","H87","0"
"100329269","270A9886P13","SM BRACE BRKT-STRG5","","FLOR","4","0","0","H87","0"
"100329270","270A9902P1","KIRKLOCK COVER -POWERCON HANDL","","FLOR","195","0","0","H87","0"
"100329271","270A9903P1","DOOR INTERLOCK STOP","","FLOR","62","0","0","H87","0"
"100329272","270A9903P13","SM NEUT AUX BRKT","","FLOR","1","0","0","H87","0"
"100329273","270A9907P1X","MOUNTING HOR","","FLOR","101","0","0","H87","0"
"100329274","270A9908P1","BARRIER CLIP","","FLOR","320","0","0","H87","0"
"100329275","270A9922P1","PT INSULATION BARRIER","","FLOR","8","0","0","H87","0"
"100329276","270A9925P1T","GRD BUS SPLICE","","FLOR","15","0","0","H87","0"
"100329277","270A9943P1","SEL SW HOOD SUPPORT","","FLOR","4","0","0","H87","0"
"100329278","270A9958P1S","BUS CONNECTOR RBA FUSE","","FLOR","3","0","0","H87","0"
"100329280","272A5650LRP1","SPRING","","FLOR","1","0","0","H87","0"
"100329281","279B1058P1KT","@SC GROUND SPLICE 125","","FLOR","35","0","0","H87","0"
"100329282","279B1058P2KT","@SC GROUND SPLICE 200","","FLOR","151","0","0","H87","0"
"100329283","279B1058P2SM","@SC GROUND SPLICE 200","","FLOR","66","0","0","H87","0"
"100329284","279B1058P3SM","@SC GROUND SPLICE 250","","FLOR","23","0","0","H87","0"
"100329285","279B1058P5KT","@SC GROUND SPLICE 125","","FLOR","4","0","0","H87","0"
"100329286","279B1073P107SM","@SC GND BUS STD REAR 45W .125T","","FLOR","8","0","0","H87","0"
"100329287","279B1073P108SM","@SC GND BUS STD REAR 50W .125T","","FLOR","4","0","0","H87","0"
"100329288","279B1073P110SM","@SC GND BUS STD REAR 60W .125T","","FLOR","1","0","0","H87","0"
"100329289","279B1073P117KT","@SC GND BUS STD REAR 45W .125T","","FLOR","9","0","0","H87","0"
"100329290","279B1073P118KT","@SC GND BUS STD REAR 50W .125T","","FLOR","3","0","0","H87","0"
"100329291","279B1073P119KT","@SC GND BUS STD REAR 55W .125T","","FLOR","3","0","0","H87","0"
"100329292","279B1073P121SM","@SC GND BUS STD REAR 15W .200T","","FLOR","4","0","0","H87","0"
"100329293","279B1073P125KT","@SC GND BUS STD REAR 35W .200T","","FLOR","10","0","0","H87","0"
"100329294","279B1073P126SM","@SC GND BUS STD REAR 40W .200T","","FLOR","11","0","0","H87","0"
"100329295","279B1073P127KT","@SC GND BUS STD REAR 45W .200T","","FLOR","2","0","0","H87","0"
"100329296","279B1073P127SM","@SC GND BUS STD REAR 45W .200T","","FLOR","3","0","0","H87","0"
"100329297","279B1073P128SM","@SC GND BUS STD REAR 50W .200T","","FLOR","3","0","0","H87","0"
"100329298","279B1073P129KT","@SC GND BUS STD REAR 55W .200T","","FLOR","1","0","0","H87","0"
"100329299","279B1073P129SM","@SC GND BUS STD REAR 55W .200T","","FLOR","3","0","0","H87","0"
"100329300","279B1073P131SM","@SC GND BUS STD REAR 15W .250T","","FLOR","1","0","0","H87","0"
"100329301","279B1073P135KT","@SC GND BUS STD REAR 35W .250T","","FLOR","1","0","0","H87","0"
